CAT_ID,CATEGORY,L2_CATEGORY,CATEGORY_GROUP,OSAT,TOTAL_DOCUMENTS,DETRACTOR_DOCUMENTS,PROMOTER_DOCUMENTS,NEUTRAL_DOCUMENTS,DET_CAT_INF_SCORE,PRO_CAT_INF_SCORE
135828,Tidiness,Clear & Uncluttered,Operations - Clean,7.610262222,221335,52110,97725,71500,0.008733858,0.001334878
118488,Fruit,Produce,Fresh Foods,7.734919578,45335,9639,21432,14264,0.000123689,1.14005E-06
118243,Laundry,Large Household Goods,Entertainment,7.941176471,100,21,49,30,8.31628E-08,1.71806E-09
76281,Amazon,Competitors,Marketing,7.315789474,556,163,229,164,6.92189E-08,8.27131E-10
136173,Attitude,Staff Competencies,Operations - Friendly,7.702236214,457191,102921,229423,124847,0.00306763,3.69395E-05
118134,Crackers,Snacks,Dry Grocery,7.489904005,2864,727,1210,927,1.43326E-06,6.28722E-07
118967,Grill,Outdoor Living,Home,6.901515152,1566,516,631,419,1.05573E-05,4.66194E-07
135874,Atmosphere,Store Atmosphere,Operations - Clean,8.211938873,20710,3199,11563,5948,3.68011E-05,2.89384E-06
136257,New Merchandise,Finding Items,Operations - Merchandise,7.959952504,9189,1677,4703,2809,2.08057E-05,2.75187E-07
136371,Pricing/Value,Value for the Money,Operations - Price/Value,8.016466152,625522,107216,343556,174750,0.001056029,6.59262E-05
117707,Watches,Jewelry,Apparel,7.028742515,826,266,350,210,3.81376E-05,2.05783E-08
117747,Undergarments,Men's,Apparel,7.240425532,461,125,177,159,3.64231E-06,3.94494E-07
118631,Lighting & Fans,Hardware,Hard Lines,7.338688667,2092,584,847,661,5.71392E-06,1.01019E-06
118700,Fishing & Marine,Sporting Goods,Hard Lines,8.069122743,5308,915,2879,1514,1.37368E-08,1.06059E-07
118781,Eye Center Department,Eye Center,Health & Wellness,8.682180145,5467,613,3786,1068,9.15715E-06,1.72088E-06
118147,Pudding & Jello,Snacks,Dry Grocery,7.258108108,706,213,279,214,5.64349E-07,1.55768E-07
119007,Hannukah,Seasonal,Toys and Seasonal,6.5625,10,5,3,2,1.79311E-08,3.38743E-10
118370,Cakes,Bakery,Fresh Foods,7.636728287,5148,1123,2602,1423,1.44384E-05,1.9532E-07
117829,Makeup Remover,Cosmetics and Skincare,Consumables,6.833333333,54,19,19,16,4.04775E-08,2.31769E-08
118375,Pastries,Bakery,Fresh Foods,7.890342052,1881,388,973,520,1.44639E-06,3.84891E-08
118625,Hand Tools,Hardware,Hard Lines,7.456756757,360,92,165,103,2.15889E-07,1.66882E-07
117584,Outerwear,Baby,Apparel,7.695652174,46,12,22,12,2.91229E-07,3.98083E-08
136107,Friendliness,10 Foot Rule,Operations - Friendly,7.817344739,264779,55349,134993,74437,0.001009853,2.37383E-05
136180,Communication Skills,Staff Competencies,Operations - Friendly,6.85625,14080,4995,4914,4171,8.86444E-05,5.66816E-06
136193,Knowledge,Staff Competencies,Operations - Friendly,7.13488804,94681,29464,38451,26766,0.002402586,2.96963E-06
117835,Nails,Cosmetics and Skincare,Consumables,7.671361502,821,177,382,262,6.77409E-07,8.69313E-09
117981,Dry Ingredients,Baking,Dry Grocery,7.556762833,2542,624,1114,804,2.81279E-06,1.03349E-06
118651,Spray Paint,Paint & Accessories,Hard Lines,6.827868852,355,131,117,107,1.56287E-06,6.91348E-08
117729,Outerwear,Men's,Apparel,7.196078431,101,27,45,29,4.55539E-07,1.1699E-07
118713,Golf,Sporting Goods,Hard Lines,8.295977011,673,93,407,173,2.56654E-10,5.33189E-09
117700,Rings,Jewelry,Apparel,7.918604651,86,14,38,34,2.34793E-06,7.37668E-09
76099,Feelings,Security,Legal,7.910480349,1356,291,757,308,3.56335E-05,1.45116E-07
76119,Liability,Individual Liabilities,Legal,6.713141026,5506,1998,1944,1564,2.00972E-05,4.26387E-06
136090,Store Location,Store Organization & Convenience,Operations - Fast,8.066961287,27815,5031,15546,7238,7.38527E-05,3.09875E-06
136139,Above & Beyond,Above & Beyond,Operations - Friendly,8.265861625,10050,1619,6115,2316,4.73256E-08,6.32039E-07
118364,Bread,Bakery,Fresh Foods,7.652735095,14916,3442,7016,4458,1.3402E-05,9.82024E-08
118792,Glasses & Frames,Eye Center,Health & Wellness,8.258706468,1645,260,1005,380,4.06228E-06,1.09042E-07
207035,Express Lanes,Check-Out,Operations - Fast,7.020845106,15239,4911,5934,4394,2.58484E-05,6.45907E-06
118665,Crafting,Piece Goods & Crafts,Hard Lines,7.994232383,8938,1640,4606,2692,1.97944E-06,1.56347E-07
120198,Ice Cream & Novelties,Desserts,Frozen Foods,7.61574655,6093,1411,2911,1771,3.36568E-06,1.46161E-06
127092,Service Plans,Wireless,Entertainment,7.168560606,487,152,208,127,4.88665E-07,8.69837E-08
118724,Outdoors & Recreation,Sporting Goods,Hard Lines,7.688073394,103,24,55,24,1.25082E-07,1.87939E-07
119017,St Patrick's Day,Seasonal,Toys and Seasonal,7.228571429,67,19,27,21,3.63101E-09,4.74918E-11
118760,Paper,Stationary,Hard Lines,7.402407567,1090,280,465,345,2.72118E-06,7.99088E-09
118972,Patio,Outdoor Living,Home,8.030947776,1011,188,579,244,5.32918E-09,3.85852E-08
118657,Supplies,Paint & Accessories,Hard Lines,7.074626866,186,60,77,49,7.72893E-07,5.31783E-08
118864,Pillows,Bedding,Home,7.414824447,727,192,309,226,6.92443E-07,6.02098E-09
118188,Auto Electronics,Electronics,Entertainment,7.675496689,150,40,79,31,2.31826E-07,1.51884E-09
76091,Concerns,Security,Legal,6.692134831,6401,2373,2308,1720,1.52056E-05,2.24578E-06
135960,Design,Visually Appealing,Operations - Clean,7.724657226,8802,1988,4110,2704,0.000119399,3.44172E-07
81625,Sufficient Registers,Check-Out,Operations - Fast,7.956178825,625490,111519,324333,189638,0.000237935,0.00148877
136233,Finding Items,Finding Items,Operations - Merchandise,8.112082618,162817,27092,89243,46482,0.001568512,1.88676E-05
117613,Feet,Boys,Apparel,7.508710801,280,73,108,99,3.79331E-07,1.6979E-07
118518,Poultry,Proteins,Fresh Foods,7.355444817,11289,3022,4901,3366,2.25426E-05,3.21979E-06
118205,GPS,Electronics,Entertainment,7.094650206,223,73,95,55,4.98449E-07,3.86889E-08
76209,Print,Advertising,Marketing,7.478178368,3550,906,1742,902,2.19276E-06,1.39918E-06
76415,Promotions,Customer,Marketing,8.030858043,77318,13218,42178,21922,4.15753E-05,1.87231E-06
117756,Bottoms,Womens,Apparel,7.797448166,619,131,304,184,2.27932E-07,5.95248E-07
118210,Home Audio & Theater,Electronics,Entertainment,7.490690033,869,227,420,222,2.26594E-06,1.40327E-08
118997,Easter,Seasonal,Toys and Seasonal,7.671564391,1105,244,524,337,1.2459E-06,5.97087E-07
136052,Ease of Parking,Parking,Operations - Fast,8.310336381,12127,1647,6993,3487,0.000181202,2.10339E-06
136085,Fitting Rooms,Store Organization & Convenience,Operations - Fast,7.406405164,3774,1021,1535,1218,2.29951E-05,6.78945E-06
117860,Oral Care,Healthy & Beauty Aids,Consumables,7.480134035,2010,521,824,665,1.24231E-06,3.7665E-07
118229,iPods & MP3 Players,Electronics,Entertainment,7.541935484,599,152,274,173,1.33248E-06,5.88747E-09
118589,Miscellaneous Automotive Parts,Automotive,Hard Lines,7.336779911,639,165,297,177,6.58366E-07,3.62086E-09
118877,Dishes,Cook and Dine,Home,7.534240749,2238,556,984,698,2.3126E-06,4.80546E-07
76351,Reputation,Brand,Marketing,7.457304164,2805,763,1249,793,2.99716E-05,4.50065E-08
117880,Kitchen,Household Chemicals,Consumables,7.290225564,655,194,265,196,1.00101E-06,1.48259E-07
118089,Spices,"Condiments, Sauces & Spices",Dry Grocery,7.443910256,4688,1180,1942,1566,1.18153E-06,7.74605E-07
136345,Exchanges,Returns & Refunds,Operations - Price/Value,6.4272554,2940,1181,1095,664,0.000244147,4.2608E-08
118390,Cheese,Dairy,Fresh Foods,7.616737682,8647,1974,3925,2748,1.09835E-05,1.28909E-06
119022,Valentines,Seasonal,Toys and Seasonal,7.807890223,1121,220,538,363,2.95616E-07,7.78015E-09
118249,Refrigerators,Large Household Goods,Entertainment,7.807692308,26,5,10,11,9.52907E-08,1.74532E-08
76395,Deciding Factors,Brand,Marketing,7.515663576,18154,4674,8394,5086,0.000406617,5.50475E-07
136025,Shopping Efficiency,In & Out,Operations - Fast,8.755203325,121189,9207,82510,29472,2.49818E-07,4.45645E-05
136058,Sufficient Space,Parking,Operations - Fast,7.900153792,8353,1748,4366,2239,0.000195391,4.93005E-05
330167,Variety,Product Selection,Operations - Merchandise,8.039084188,356983,59444,182521,115018,0.000879295,1.6121E-05
117931,Furniture,Infant Consumable Hardlines,Consumables,7.669473684,447,106,204,137,1.51141E-06,2.90811E-07
118065,Condiments,"Condiments, Sauces & Spices",Dry Grocery,7.429347826,2087,559,927,601,6.87375E-07,2.8175E-07
118129,Cookies,Snacks,Dry Grocery,7.932554814,3984,753,2094,1137,4.94924E-06,1.0925E-07
118314,Accessories,Wireless,Entertainment,7.266514806,424,119,175,130,4.64648E-07,1.35792E-07
330132,Pros/Cons,Value for the Money,Operations - Price/Value,8.047445255,813,132,426,255,6.36015E-08,8.39643E-07
136323,Discounts,Deals,Operations - Price/Value,8.256264394,49510,7106,28805,13599,2.47271E-07,4.08226E-06
117574,Bottoms,Baby,Apparel,6.87628866,96,35,37,24,2.41129E-06,1.47662E-07
118095,Syrups,"Condiments, Sauces & Spices",Dry Grocery,7.774108322,713,145,340,228,1.06031E-07,6.92596E-07
118689,Camping,Sporting Goods,Hard Lines,8.198483264,3700,566,2116,1018,2.14944E-09,2.7837E-08
118829,Prescription,Pharmacy Rx,Health & Wellness,7.507499525,24127,6228,12165,5734,0.000324644,3.09418E-05
117768,Outerwear,Womens,Apparel,8.142857143,21,3,9,9,7.49934E-09,5.28729E-08
136288,Quality/Reliability,Product Selection,Operations - Merchandise,7.670003514,84551,18975,38103,27473,0.000616707,0.000189578
118523,Seafood,Proteins,Fresh Foods,8.161793215,22757,3407,12945,6405,7.43299E-06,1.86142E-05
118594,Oil & Fluids,Automotive,Hard Lines,7.139607843,2466,729,1077,660,1.89374E-05,1.09908E-06
118718,Hunting,Sporting Goods,Hard Lines,7.707194799,16808,3617,7929,5262,1.79468E-05,7.22006E-06
118992,Christmas,Seasonal,Toys and Seasonal,7.975867769,17493,3181,9247,5065,1.491E-05,3.10501E-07
118735,Sports Fan Shop,Sporting Goods,Hard Lines,7.754098361,237,45,113,79,9.58873E-07,2.62747E-07
76327,Literature,Brand,Marketing,7.318085855,1388,399,650,339,2.81664E-06,7.19262E-07
136076,Layout Consistency,Store Organization & Convenience,Operations - Fast,7.976277132,22402,4035,11115,7252,3.09735E-05,0.000120855
135892,Lighting,Store Atmosphere,Operations - Clean,7.848155836,6113,1255,2933,1925,0.000198706,5.76385E-05
136187,Helpfulness,Staff Competencies,Operations - Friendly,7.741312964,265697,59373,133194,73130,0.003029874,1.79206E-05
118645,Paint & Primer,Paint & Accessories,Hard Lines,7.390515058,6416,1650,2998,1768,2.07251E-05,4.40484E-06
118754,Office Supplies,Stationary,Hard Lines,7.140679443,2197,674,837,686,6.27143E-06,5.68591E-07
118899,Drapery,Home Decor,Home,7.461619905,1770,444,732,594,1.58785E-05,2.25279E-06
118850,Shower Accessories,Bath and Shower,Home,7.658892128,329,77,156,96,3.91592E-06,9.66674E-09
118954,Weed & Fungus Control,Horticulture,Home,7.5,75,18,31,26,7.0872E-08,9.18467E-08
119047,Sports,Toys,Toys and Seasonal,7.398058252,304,75,135,94,4.19919E-07,1.84585E-09
118155,Chewing Tobacco,Tobacco,Dry Grocery,5.6,30,17,8,5,4.22748E-07,5.00573E-09
117589,Swimwear,Baby,Apparel,6.75,8,3,2,3,2.49612E-08,2.67744E-08
135907,Odor,Store Atmosphere,Operations - Clean,7.363403263,4169,1187,1728,1254,0.000322838,2.25376E-05
136113,Greeting,10 Foot Rule,Operations - Friendly,8.184236948,106385,17006,60698,28681,5.62927E-06,8.79677E-07
136207,Listening,Staff Competencies,Operations - Friendly,7.24795082,5791,1734,2693,1364,3.63144E-05,6.10621E-06
117555,Other Accessories,Accessories,Apparel,7.710379747,1848,427,968,453,2.51576E-06,7.92209E-07
117717,Bottoms,Men's,Apparel,7.552291422,840,195,355,290,8.62288E-07,8.21966E-07
117925,Food & Formula,Infant Consumable Hardlines,Consumables,7.326237054,1653,440,608,605,1.28637E-05,6.70353E-07
118810,Other OTC Meds,OTC Pharmacy,Health & Wellness,7.736788096,1902,437,949,516,6.53303E-06,1.51106E-06
120221,Frozen Vegetables,Frozen Produce,Frozen Foods,7.655508475,2294,499,1027,768,1.38613E-06,6.10984E-07
136377,Rebates,Value for the Money,Operations - Price/Value,7.220858896,294,82,153,59,4.62675E-07,1.6237E-07
76381,Expectations,Brand,Marketing,7.779202279,20091,4287,10058,5746,1.64937E-05,3.53325E-07
117549,Hats,Accessories,Apparel,7.748488513,783,169,387,227,3.23926E-06,1.47909E-08
117913,Kitchen,Household Paper,Consumables,7.591800357,2718,649,1215,854,1.8086E-06,1.22397E-06
118075,Peanut Butter,"Condiments, Sauces & Spices",Dry Grocery,7.48019802,1372,348,595,429,6.22619E-07,3.23174E-07
118636,Utilities,Hardware,Hard Lines,7.546245059,1204,286,548,370,1.04273E-06,7.99679E-07
118805,Allergy Relief,OTC Pharmacy,Health & Wellness,7.24738676,272,79,108,85,1.23452E-07,5.13643E-08
118886,Furniture,Furniture and Luggage,Home,8.152155887,2348,362,1271,715,1.8206E-06,1.2774E-07
76127,Injury,Individual Liabilities,Legal,7.269216954,5435,1616,2401,1418,3.59393E-05,2.03636E-05
76233,TV,Advertising,Marketing,6.955321285,1953,657,754,542,1.05759E-06,1.34295E-07
117892,Other Chemicals,Household Chemicals,Consumables,7.65279008,1105,247,526,332,1.6645E-06,7.25712E-07
118305,Photo Printing,Photo Center,Entertainment,6.762355415,912,327,356,229,1.57017E-05,7.69589E-09
118749,Calendars,Stationary,Hard Lines,7.435272045,498,127,203,168,4.92715E-06,2.59975E-07
120264,Freezer Department,Freezer Department,Frozen Foods,7.711950395,5261,1117,2401,1743,1.5983E-05,5.38237E-06
120251,Frozen Pizza,Frozen Proteins & Meals,Frozen Foods,7.577235772,486,118,228,140,1.18235E-07,2.06333E-09
117631,Tops,Boys,Apparel,7.365384615,155,41,58,56,1.40944E-06,1.06862E-07
117685,Bracelets,Jewelry,Apparel,6.98989899,96,30,47,19,1.23907E-06,2.71066E-09
136360,Returns,Returns & Refunds,Operations - Price/Value,6.897110252,35305,11829,14192,9284,0.001063464,2.41763E-05
117780,Tops,Womens,Apparel,7.918962723,610,118,303,189,1.51278E-07,2.64631E-07
117969,Litter,Pet & Supplies,Consumables,7.288818649,2428,705,998,725,7.52982E-06,4.23412E-06
119030,Dolls & Figurines,Toys,Toys and Seasonal,7.682824025,885,205,444,236,1.52322E-06,9.0364E-09
118676,Sewing,Piece Goods & Crafts,Hard Lines,7.529411765,34,7,13,14,2.49018E-08,5.54577E-08
81645,Ease of Checkout,Check-Out,Operations - Fast,7.946229452,34549,6511,18349,9689,0.001042761,3.90305E-06
136067,Business Hours,Store Organization & Convenience,Operations - Fast,7.61644759,14570,3494,7216,3860,3.07724E-05,8.45374E-06
118104,Grains & Rice,Grains,Dry Grocery,7.548293811,1652,408,721,523,4.51349E-07,3.67784E-07
118109,Pasta & Noodles,Grains,Dry Grocery,7.570588235,1635,388,707,540,7.09534E-07,3.80105E-07
120247,Frozen Meals,Frozen Proteins & Meals,Frozen Foods,7.882691202,1706,330,830,546,3.3615E-06,5.47405E-08
76307,Loyalty,Brand,Marketing,8.343953994,6411,969,4101,1341,6.24462E-06,1.07482E-06
330225,Samples and Testers,Product Selection,Operations - Merchandise,8.764899671,6522,504,4540,1478,3.02501E-07,1.7144E-05
118016,Juices & Sport Drinks,Beverages,Dry Grocery,7.443119941,6419,1704,2725,1990,9.9901E-06,2.73716E-06
118199,Computers,Electronics,Entertainment,7.47306082,17272,4480,8112,4680,5.78161E-05,7.66969E-06
118237,Dishwasher,Large Household Goods,Entertainment,7.791666667,48,7,20,21,1.16477E-08,2.14385E-08
118279,DVD,Media & Gaming,Entertainment,8.084480056,10911,1796,5967,3148,4.62796E-08,4.20667E-07
118984,Gifts,Celebration,Toys and Seasonal,7.661971831,610,144,284,182,7.46396E-07,1.90657E-07
135819,Room to Shop,Clear & Uncluttered,Operations - Clean,7.900490863,157632,29690,76216,51726,0.000461318,0.001406538
117774,Swimwear,Womens,Apparel,7.733333333,60,15,27,18,2.41613E-07,4.24113E-08
118771,Contacts,Eye Center,Health & Wellness,7.910480349,435,89,245,101,8.69014E-06,4.45324E-08
117619,Outerwear,Boys,Apparel,6.972972973,36,14,11,11,3.21855E-07,6.35136E-10
118118,Candy,Snacks,Dry Grocery,7.379735281,6296,1734,2677,1885,9.91157E-06,1.70731E-06
119002,Halloween,Seasonal,Toys and Seasonal,7.809267687,2323,468,1138,717,1.08922E-06,2.00649E-08
118273,Computer Software,Media & Gaming,Entertainment,8.122137405,129,18,70,41,5.51224E-11,3.94267E-08
76141,Handicap Ready,Individual Liabilities,Legal,8.100791194,42224,7339,24181,10704,1.77991E-05,0.00013899
119035,Games,Toys,Toys and Seasonal,8.105121294,703,110,363,230,2.03967E-07,8.9663E-09
117945,Toys,Infant Consumable Hardlines,Consumables,7.772727273,407,81,185,141,1.02702E-06,1.60957E-08
76269,Other Competitors,Competitors,Marketing,8.040373209,28184,4899,15405,7880,7.25213E-08,5.58892E-07
135864,Toilets,Restroom Cleanliness,Operations - Clean,7.51639833,1653,433,687,533,1.283E-05,2.49541E-06
117898,Tools,Household Chemicals,Consumables,7.303008596,1325,383,547,395,2.14431E-06,4.17223E-07
118194,Cameras & Camcorders,Electronics,Entertainment,7.534458994,2640,632,1319,689,1.32956E-05,1.11671E-07
118224,"iPad, Tablets & eReaders",Electronics,Entertainment,7.283888635,2063,572,933,558,2.86865E-06,1.32364E-08
118421,Cheese,Deli,Fresh Foods,7.624291498,1225,286,562,377,3.30211E-06,7.76879E-07
118427,Deli Department,Deli,Fresh Foods,7.398252785,23175,6090,10026,7059,0.00017177,3.80298E-05
118962,Chemicals,Outdoor Living,Home,7.76984127,249,53,114,82,1.38239E-06,1.20733E-06
118021,Soft Drinks,Beverages,Dry Grocery,7.485509062,11106,2820,5047,3239,7.35696E-06,4.68396E-06
76261,Word of Mouth,Advertising,Marketing,7.911290323,124,26,75,23,9.2135E-08,1.13611E-08
118005,"Beer, Wine & Spirits",Beverages,Dry Grocery,7.79664284,11485,2346,5806,3333,6.13079E-06,4.53204E-06
118124,Chips & Pretzels,Snacks,Dry Grocery,7.728245081,7146,1581,3384,2181,3.25852E-06,2.30122E-06
117664,Swimwear,Girls,Apparel,7.6,25,7,14,4,1.36191E-07,1.0339E-09
76407,Every Day Low Price Campaign,Customer,Marketing,7.922330097,205,42,110,53,7.75574E-10,3.45345E-09
117599,Undergarments,Baby,Apparel,7.136363636,22,8,12,2,1.81412E-06,1.36081E-07
117658,Outerwear,Girls,Apparel,7,29,11,11,7,4.28911E-06,7.28246E-10
117865,Shaving,Healthy & Beauty Aids,Consumables,7.056287425,1567,498,620,449,1.4294E-06,3.56026E-07
117873,Bathroom,Household Chemicals,Consumables,7.960691824,634,124,320,190,1.56981E-07,1.26121E-06
76107,Measures,Security,Legal,7.264853978,976,278,432,266,7.83375E-06,1.0004E-06
118284,Video Games,Media & Gaming,Entertainment,8.082138706,5043,859,2852,1332,3.85335E-08,3.49548E-07
118320,Cell Phones,Wireless,Entertainment,7.440641711,4508,1213,2102,1193,1.06709E-05,3.29543E-08
328403,Frozen Bakery,Desserts,Frozen Foods,7.721244926,736,165,353,218,3.17602E-07,2.47443E-07
117798,Accessories,Cosmetics and Skincare,Consumables,7.714285714,14,3,6,5,8.48302E-07,9.35693E-10
135973,On Display,Visually Appealing,Operations - Clean,7.896445177,64631,12140,31931,20560,0.000135129,7.52894E-05
81653,Receipt & Payment,Check-Out,Operations - Fast,6.260869565,12881,5660,4087,3134,0.000163821,5.42887E-06
136276,Features/Functionality,Product Selection,Operations - Merchandise,8.120648128,13614,2242,7647,3725,4.2487E-05,1.33254E-06
117886,Laundry,Household Chemicals,Consumables,7.447378794,2408,594,1017,797,2.92384E-06,7.55073E-07
118081,Salad Dressing,"Condiments, Sauces & Spices",Dry Grocery,7.530779754,1430,380,628,422,1.15325E-06,3.21105E-07
118513,Pork,Proteins,Fresh Foods,7.617534943,2994,693,1402,899,8.87718E-07,6.66805E-07
118583,Lights,Automotive,Hard Lines,7.142857143,139,44,68,27,4.37994E-07,9.89262E-08
76365,Willingness to Recommend,Brand,Marketing,7.059729901,10983,3502,5118,2363,3.49013E-05,2.54473E-07
135952,Renovations,Store Cleanliness,Operations - Clean,7.65013541,5659,1317,2434,1908,4.19693E-05,4.01207E-06
117762,Feet,Womens,Apparel,7.887713588,1208,220,553,435,5.84229E-07,1.06631E-06
118326,Prepaid,Wireless,Entertainment,7.307065217,361,110,142,109,3.60988E-06,1.39238E-07
135979,Staff Appearance,Visually Appealing,Operations - Clean,7.459692499,18725,4977,8177,5571,4.13235E-05,1.68158E-07
136216,As Advertised,Finding Items,Operations - Merchandise,7.232492161,6616,1983,2723,1910,3.00402E-05,1.46269E-05
117907,Bathroom,Household Paper,Consumables,7.523040875,3678,899,1599,1180,2.33119E-06,1.28774E-06
76275,Target,Competitors,Marketing,7.267448448,16705,4920,6742,5043,4.672E-08,2.9797E-08
135857,Sinks,Restroom Cleanliness,Operations - Clean,7.630434783,590,145,257,188,3.89018E-06,3.5182E-06
118057,Soup,Canned Goods,Dry Grocery,7.592297111,3421,824,1539,1058,2.59874E-06,1.27946E-06
118684,Bikes & Riding Toys,Sporting Goods,Hard Lines,7.230345912,2213,628,980,605,6.55382E-06,6.80126E-07
118797,Sunglasses,Eye Center,Health & Wellness,7.974025974,507,100,280,127,2.18782E-06,3.07811E-07
117579,Feet,Baby,Apparel,7.478672986,205,50,80,75,2.04544E-07,1.05413E-07
135837,Floor,Restroom Cleanliness,Operations - Clean,7.375862069,1445,426,593,426,2.70663E-05,2.525E-06
117723,Feet,Men's,Apparel,7.419247788,885,234,371,280,1.2452E-06,6.64915E-07
117841,Skin Care,Cosmetics and Skincare,Consumables,7.732422863,1886,426,878,582,9.88234E-07,9.57781E-09
