CAT_ID,Category,L2_Category,Category_Group,OSAT,Total_Documents,Detractor_Documents,Promoter_Documents,Neutral_Documents,DET_CAT_INF_SCORE,PRO_CAT_INF_SCORE
136257,New Merchandise,Finding Items,Operations - Merchandise,7.902771327,6405,1202,3180,2023,2.19534E-05,1.18478E-05
118631,Lighting & Fans,Hardware,Hard Lines,7.274133663,1462,419,572,471,3.75336E-06,1.36656E-06
118147,Pudding & Jello,Snacks,Dry Grocery,7.345083488,515,149,206,160,7.04899E-07,2.15936E-07
118781,Eye Center Department,Eye Center,Health & Wellness,8.659753086,3919,447,2680,792,1.78472E-05,1.74189E-06
117747,Undergarments,Men's,Apparel,7.284530387,355,93,137,125,4.66472E-06,7.10454E-07
117707,Watches,Jewelry,Apparel,7.04361874,614,195,250,169,1.4866E-05,7.55437E-07
119007,Hannukah,Seasonal,Toys and Seasonal,6.9,8,4,2,2,3.2978E-07,1.4898E-08
118370,Cakes,Bakery,Fresh Foods,7.529731197,3264,752,1584,928,1.39022E-05,8.89609E-07
117829,Makeup Remover,Cosmetics and Skincare,Consumables,6.888888889,36,12,13,11,5.00899E-08,2.01279E-08
118625,Hand Tools,Hardware,Hard Lines,7.281938326,220,57,89,74,8.80002E-07,3.37696E-07
118375,Pastries,Bakery,Fresh Foods,7.789256198,1140,244,556,340,1.14799E-06,3.50388E-07
117584,Outerwear,Baby,Apparel,8.076923077,26,5,14,7,2.7693E-09,1.42855E-08
136107,Friendliness,10 Foot Rule,Operations - Friendly,7.842998225,209842,42893,106690,60259,0.000727333,2.87491E-05
136193,Knowledge,Staff Competencies,Operations - Friendly,7.175217391,78586,23931,32076,22579,0.001668105,2.5831E-06
136180,Communication Skills,Staff Competencies,Operations - Friendly,6.96461825,11547,3893,4152,3502,8.16857E-05,8.40545E-06
117981,Dry Ingredients,Baking,Dry Grocery,7.537077426,1738,433,762,543,1.76405E-06,1.10532E-06
117835,Nails,Cosmetics and Skincare,Consumables,7.701724138,551,117,260,174,6.80763E-08,1.62323E-07
118713,Golf,Sporting Goods,Hard Lines,8.210382514,356,55,213,88,5.07646E-09,8.28023E-08
118651,Spray Paint,Paint & Accessories,Hard Lines,6.674074074,261,101,76,84,1.73508E-06,1.05671E-07
117729,Outerwear,Men's,Apparel,7.369230769,64,14,30,20,5.1743E-08,1.34488E-07
117700,Rings,Jewelry,Apparel,7.909090909,55,11,27,17,2.26551E-06,4.19565E-07
136090,Store Location,Store Organization & Convenience,Operations - Fast,8.031660984,18198,3419,10088,4691,0.00011703,2.66659E-06
76119,Liability,Individual Liabilities,Legal,6.764382306,4284,1533,1522,1229,1.64526E-05,4.05163E-06
118364,Bread,Bakery,Fresh Foods,7.636315882,10498,2397,4833,3268,8.09117E-06,5.94005E-06
136139,Above & Beyond,Above & Beyond,Operations - Friendly,8.276510604,7458,1182,4552,1724,4.75434E-08,6.58659E-07
76099,Feelings,Security,Legal,8.014705882,1073,209,612,252,3.35434E-05,2.11781E-07
118792,Glasses & Frames,Eye Center,Health & Wellness,8.166283525,1176,198,699,279,3.66621E-06,2.86634E-06
207035,Express Lanes,Check-Out,Operations - Fast,7.094254545,13149,4101,5233,3815,2.86979E-05,9.89244E-06
118665,Crafting,Piece Goods & Crafts,Hard Lines,7.871370103,4814,979,2354,1481,3.18632E-06,2.57737E-06
120198,Ice Cream & Novelties,Desserts,Frozen Foods,7.520367937,4334,1053,2011,1270,3.63831E-06,2.56462E-06
118724,Outdoors & Recreation,Sporting Goods,Hard Lines,7.644736842,71,18,38,15,9.15872E-08,1.98932E-07
127092,Service Plans,Wireless,Entertainment,7.15902965,342,107,139,96,4.26274E-07,1.16775E-07
119017,St Patrick's Day,Seasonal,Toys and Seasonal,6.975609756,39,12,13,14,4.47122E-09,1.70476E-06
118760,Paper,Stationary,Hard Lines,7.287752675,789,223,317,249,2.48729E-06,3.79875E-07
118972,Patio,Outdoor Living,Home,7.752704791,628,140,330,158,3.75703E-07,1.37501E-08
118864,Pillows,Bedding,Home,7.391919192,463,122,190,151,2.2335E-07,5.15244E-08
118657,Supplies,Paint & Accessories,Hard Lines,6.626760563,130,52,40,38,6.96362E-07,3.71249E-08
118188,Auto Electronics,Electronics,Entertainment,7.683168317,100,28,54,18,6.29318E-09,1.07192E-08
76091,Concerns,Security,Legal,6.810391625,4920,1734,1838,1348,1.45811E-05,3.42034E-06
81625,Sufficient Registers,Check-Out,Operations - Fast,8.002600897,534466,91335,281002,162129,0.000296161,0.00229363
136233,Finding Items,Finding Items,Operations - Merchandise,8.066592543,107424,18506,57687,31231,0.001837124,1.39309E-05
118518,Poultry,Proteins,Fresh Foods,7.322541234,7543,2033,3213,2297,1.25711E-05,3.754E-06
135960,Design,Visually Appealing,Operations - Clean,7.708940303,6923,1572,3198,2153,0.000114436,2.65914E-07
117613,Feet,Boys,Apparel,7.573529412,199,51,83,65,1.97372E-07,2.08468E-07
118205,GPS,Electronics,Entertainment,6.962162162,168,57,70,41,7.43908E-07,5.62696E-08
76415,Promotions,Customer,Marketing,8.029117292,49539,8527,26922,14090,3.45523E-05,4.06665E-05
118210,Home Audio & Theater,Electronics,Entertainment,7.270609319,525,145,225,155,3.44751E-06,2.7897E-07
117756,Bottoms,Womens,Apparel,7.803571429,444,94,217,133,2.98002E-07,9.3826E-07
118997,Easter,Seasonal,Toys and Seasonal,7.578411405,936,220,435,281,1.91342E-06,1.04836E-06
76209,Print,Advertising,Marketing,7.458694832,2542,661,1227,654,2.19252E-06,1.72361E-06
118877,Dishes,Cook and Dine,Home,7.550831793,1540,378,681,481,1.3219E-06,6.80192E-07
136052,Ease of Parking,Parking,Operations - Fast,8.347364523,8008,1050,4692,2266,0.000150131,0.000235573
118589,Miscellaneous Automotive Parts,Automotive,Hard Lines,7.176020408,368,102,149,117,6.67502E-07,8.46672E-08
118229,iPods & MP3 Players,Electronics,Entertainment,7.502293578,417,107,177,133,5.58197E-07,1.80387E-07
136085,Fitting Rooms,Store Organization & Convenience,Operations - Fast,7.471471471,3105,806,1280,1019,1.79064E-05,9.38984E-06
117860,Oral Care,Healthy & Beauty Aids,Consumables,7.527946128,1436,362,590,484,6.88084E-07,4.73666E-07
118089,Spices,"Condiments, Sauces & Spices",Dry Grocery,7.439704676,3427,857,1408,1162,5.37188E-07,5.97879E-07
76351,Reputation,Brand,Marketing,7.536402067,2106,548,957,601,3.58957E-05,5.9172E-08
117880,Kitchen,Household Chemicals,Consumables,7.287878788,452,131,178,143,2.89651E-07,1.89353E-07
118390,Cheese,Dairy,Fresh Foods,7.546288842,5831,1364,2511,1956,6.35096E-06,3.50432E-06
119022,Valentines,Seasonal,Toys and Seasonal,7.787931034,555,114,258,183,7.19816E-07,4.72698E-07
136345,Exchanges,Returns & Refunds,Operations - Price/Value,6.431073193,2078,828,766,484,0.000144506,1.82829E-06
118249,Refrigerators,Large Household Goods,Entertainment,7.578947368,19,4,6,9,5.09083E-08,1.11825E-08
76395,Deciding Factors,Brand,Marketing,7.372047067,11084,3048,4739,3297,0.000181561,2.42858E-05
136025,Shopping Efficiency,In & Out,Operations - Fast,8.680215315,66647,5894,44387,16366,3.01812E-07,2.72488E-05
330167,Variety,Product Selection,Operations - Merchandise,7.951544,204590,36289,99623,68678,0.001128484,0.000515289
118129,Cookies,Snacks,Dry Grocery,7.875531915,2662,520,1368,774,3.43875E-06,1.90461E-06
136058,Sufficient Space,Parking,Operations - Fast,7.946643418,5665,1148,3014,1503,4.95527E-05,4.51971E-05
117931,Furniture,Infant Consumable Hardlines,Consumables,7.680440771,342,80,157,105,5.52779E-07,3.04178E-07
118065,Condiments,"Condiments, Sauces & Spices",Dry Grocery,7.451285117,1579,403,701,475,4.30359E-07,3.24167E-07
118314,Accessories,Wireless,Entertainment,7.433544304,305,75,126,104,6.90589E-07,4.59905E-07
330132,Pros/Cons,Value for the Money,Operations - Price/Value,8.057361377,518,85,266,167,8.47027E-08,6.66559E-07
118829,Prescription,Pharmacy Rx,Health & Wellness,7.437104897,17074,4540,8261,4273,0.000180056,3.49502E-05
136323,Discounts,Deals,Operations - Price/Value,8.184891414,28055,4356,16026,7673,1.75953E-05,2.39434E-06
118689,Camping,Sporting Goods,Hard Lines,8.007323944,1708,300,911,497,3.09217E-07,1.5765E-08
118095,Syrups,"Condiments, Sauces & Spices",Dry Grocery,7.775985663,526,108,258,160,1.67406E-07,1.54255E-06
117768,Outerwear,Womens,Apparel,8.285714286,14,3,7,4,2.71741E-08,9.59216E-08
117574,Bottoms,Baby,Apparel,6.970149254,66,22,27,17,1.84787E-07,6.89525E-08
136288,Quality/Reliability,Product Selection,Operations - Merchandise,7.64554946,54057,12288,24233,17536,0.0003977,0.000173696
118523,Seafood,Proteins,Fresh Foods,7.968890368,10876,1912,5751,3213,1.50758E-05,1.21731E-05
118594,Oil & Fluids,Automotive,Hard Lines,7.060538117,1720,525,732,463,1.19406E-05,1.47745E-06
118992,Christmas,Seasonal,Toys and Seasonal,7.846594595,8893,1814,4524,2555,1.05505E-05,9.9226E-06
118718,Hunting,Sporting Goods,Hard Lines,7.577482956,9971,2310,4458,3203,1.43376E-05,1.21768E-05
118735,Sports Fan Shop,Sporting Goods,Hard Lines,7.916666667,165,27,82,56,3.03563E-08,1.33513E-07
136076,Layout Consistency,Store Organization & Convenience,Operations - Fast,8.008943089,18101,3171,9089,5841,2.63238E-05,0.000129886
76327,Literature,Brand,Marketing,7.367552704,1066,299,500,267,2.11026E-06,7.9355E-07
118645,Paint & Primer,Paint & Accessories,Hard Lines,7.229906161,4407,1234,1932,1241,2.03287E-05,4.30214E-06
135892,Lighting,Store Atmosphere,Operations - Clean,7.85766721,4776,979,2312,1485,0.000165153,0.000112599
136187,Helpfulness,Staff Competencies,Operations - Friendly,7.779931304,210396,45400,105788,59208,0.001778212,1.24555E-05
118754,Office Supplies,Stationary,Hard Lines,7.133944954,1564,477,591,496,8.23918E-06,1.18183E-06
118899,Drapery,Home Decor,Home,7.440246723,1209,300,461,448,7.76886E-06,3.73501E-06
118850,Shower Accessories,Bath and Shower,Home,7.43220339,223,60,92,71,4.1329E-06,1.43876E-07
118954,Weed & Fungus Control,Horticulture,Home,7.421875,63,17,25,21,1.19225E-07,8.97062E-08
119047,Sports,Toys,Toys and Seasonal,7.274774775,217,54,95,68,6.45837E-07,9.36854E-08
118155,Chewing Tobacco,Tobacco,Dry Grocery,6.473684211,19,9,6,4,8.76072E-06,3.3457E-08
117589,Swimwear,Baby,Apparel,7.285714286,7,2,2,3,1.81996E-08,3.07455E-08
136113,Greeting,10 Foot Rule,Operations - Friendly,8.228326377,91535,14017,52810,24708,6.4346E-06,1.10647E-06
136377,Rebates,Value for the Money,Operations - Price/Value,6.763285024,180,61,82,37,6.13394E-07,1.14697E-07
117717,Bottoms,Men's,Apparel,7.546623794,615,143,258,214,7.57389E-07,1.21602E-06
135907,Odor,Store Atmosphere,Operations - Clean,7.436390533,3280,896,1394,990,0.0003007,3.81975E-05
120221,Frozen Vegetables,Frozen Produce,Frozen Foods,7.644089457,1514,325,652,537,1.97524E-06,1.57413E-06
118810,Other OTC Meds,OTC Pharmacy,Health & Wellness,7.701741655,1342,315,654,373,3.63085E-06,2.10637E-06
136207,Listening,Staff Competencies,Operations - Friendly,7.29017766,4843,1421,2287,1135,3.04345E-05,8.92981E-06
117555,Other Accessories,Accessories,Apparel,7.637491385,1349,332,681,336,1.2878E-06,8.22321E-07
117925,Food & Formula,Infant Consumable Hardlines,Consumables,7.231825525,1165,321,407,437,4.81971E-06,8.51108E-07
76381,Expectations,Brand,Marketing,7.725084672,13695,3084,6808,3803,1.87819E-05,2.90882E-07
118075,Peanut Butter,"Condiments, Sauces & Spices",Dry Grocery,7.557803468,1006,246,440,320,3.78278E-07,3.96382E-07
118805,Allergy Relief,OTC Pharmacy,Health & Wellness,7.266968326,211,60,83,68,1.59393E-07,1.76292E-07
117913,Kitchen,Household Paper,Consumables,7.607594937,1985,467,882,636,1.3297E-06,1.82687E-06
118886,Furniture,Furniture and Luggage,Home,8.048124558,1368,234,693,441,2.99493E-06,3.91392E-08
117549,Hats,Accessories,Apparel,7.716730038,494,105,232,157,2.14663E-06,6.89445E-07
118636,Utilities,Hardware,Hard Lines,7.673378076,863,187,401,275,7.76895E-07,1.1385E-06
120264,Freezer Department,Freezer Department,Frozen Foods,7.72515213,3897,803,1753,1341,8.98039E-06,9.54399E-06
76127,Injury,Individual Liabilities,Legal,7.29374111,4118,1213,1834,1071,3.60711E-05,2.27361E-05
117892,Other Chemicals,Household Chemicals,Consumables,7.672853828,840,179,391,270,1.46164E-06,1.1479E-06
118749,Calendars,Stationary,Hard Lines,7.325,299,85,111,103,4.75048E-07,1.36615E-07
118305,Photo Printing,Photo Center,Entertainment,6.702380952,644,239,245,160,6.43498E-06,2.12441E-07
76233,TV,Advertising,Marketing,6.984615385,1339,447,514,378,1.07219E-06,1.59364E-07
120251,Frozen Pizza,Frozen Proteins & Meals,Frozen Foods,7.588059701,329,76,145,108,3.68999E-08,5.49467E-08
117631,Tops,Boys,Apparel,7.462962963,108,28,42,38,7.16794E-08,6.41007E-08
117685,Bracelets,Jewelry,Apparel,8,40,7,25,8,4.3047E-07,6.53693E-09
136360,Returns,Returns & Refunds,Operations - Price/Value,6.949979259,26818,8737,10842,7239,0.000595792,3.0228E-05
117780,Tops,Womens,Apparel,7.982570806,454,81,228,145,6.49512E-08,4.59432E-07
117969,Litter,Pet & Supplies,Consumables,7.276035132,1523,436,619,468,5.38304E-06,2.96157E-06
119030,Dolls & Figurines,Toys,Toys and Seasonal,7.572156197,547,138,264,145,2.01487E-06,7.14052E-07
118676,Sewing,Piece Goods & Crafts,Hard Lines,7.517241379,29,6,11,12,1.34896E-07,2.82215E-07
81645,Ease of Checkout,Check-Out,Operations - Fast,7.959486402,24896,4643,13262,6991,0.001010742,4.27704E-06
136067,Business Hours,Store Organization & Convenience,Operations - Fast,7.573725351,11052,2734,5364,2954,1.83127E-05,1.02285E-05
118104,Grains & Rice,Grains,Dry Grocery,7.536546185,1186,296,507,383,8.40026E-07,6.70804E-07
120247,Frozen Meals,Frozen Proteins & Meals,Frozen Foods,7.739941119,998,212,439,347,6.0066E-06,1.5551E-06
118109,Pasta & Noodles,Grains,Dry Grocery,7.545905707,1160,282,497,381,4.72202E-07,4.38799E-07
118199,Computers,Electronics,Entertainment,7.410760234,12174,3228,5518,3428,4.14722E-05,1.11355E-05
118016,Juices & Sport Drinks,Beverages,Dry Grocery,7.456450048,4849,1269,2054,1526,7.24908E-06,3.76381E-06
118279,DVD,Media & Gaming,Entertainment,7.98024055,5426,956,2844,1626,6.44372E-06,1.25256E-07
330225,Samples and Testers,Product Selection,Operations - Merchandise,8.777418742,5114,390,3572,1152,1.06499E-06,4.27012E-05
76307,Loyalty,Brand,Marketing,8.202578269,3784,659,2313,812,1.51457E-05,6.81586E-07
118984,Gifts,Celebration,Toys and Seasonal,7.684343434,380,90,174,116,1.18483E-06,6.10722E-07
118237,Dishwasher,Large Household Goods,Entertainment,7.694444444,36,7,17,12,1.11054E-08,2.52939E-08
135819,Room to Shop,Clear & Uncluttered,Operations - Clean,7.948723939,118678,21468,58375,38835,0.000250423,0.001051806
117774,Swimwear,Womens,Apparel,7.854545455,55,13,26,16,1.64029E-07,7.16542E-08
118771,Contacts,Eye Center,Health & Wellness,7.841176471,323,73,179,71,2.02715E-06,1.20347E-08
117619,Outerwear,Boys,Apparel,7,21,8,6,7,7.30605E-08,2.11769E-09
119002,Halloween,Seasonal,Toys and Seasonal,7.744995648,1099,243,540,316,1.0085E-06,1.13444E-06
118118,Candy,Snacks,Dry Grocery,7.386633866,4663,1279,1944,1440,9.71536E-06,2.58251E-06
118273,Computer Software,Media & Gaming,Entertainment,8.105263158,93,13,51,29,2.99517E-10,2.07247E-06
76141,Handicap Ready,Individual Liabilities,Legal,8.157281658,33857,5594,19724,8539,1.51744E-05,0.000160357
117945,Toys,Infant Consumable Hardlines,Consumables,7.675438596,220,43,89,88,2.60547E-06,4.1635E-07
119035,Games,Toys,Toys and Seasonal,8.101895735,399,62,206,131,6.22349E-08,3.37797E-07
76269,Other Competitors,Competitors,Marketing,7.957620579,15226,2794,8017,4415,1.0565E-07,5.73295E-07
118427,Deli Department,Deli,Fresh Foods,7.357983812,17646,4744,7434,5468,0.000116242,4.91766E-05
117898,Tools,Household Chemicals,Consumables,7.37309417,1061,294,444,323,1.84662E-06,5.99509E-07
118421,Cheese,Deli,Fresh Foods,7.570454545,872,209,384,279,2.31497E-06,1.28931E-06
118194,Cameras & Camcorders,Electronics,Entertainment,7.422164948,1733,443,813,477,1.35411E-05,3.2817E-08
118224,"iPad, Tablets & eReaders",Electronics,Entertainment,7.356748224,1186,318,534,334,2.49021E-06,7.23875E-07
135864,Toilets,Restroom Cleanliness,Operations - Clean,7.589051095,1347,331,567,449,1.09391E-05,3.58428E-06
118962,Chemicals,Outdoor Living,Home,7.653409091,173,39,75,59,1.97346E-06,7.25503E-07
118021,Soft Drinks,Beverages,Dry Grocery,7.533907916,8179,2000,3744,2435,5.97277E-06,7.21223E-06
118005,"Beer, Wine & Spirits",Beverages,Dry Grocery,7.705060858,7156,1525,3479,2152,5.92263E-06,6.22338E-06
76261,Word of Mouth,Advertising,Marketing,7.955357143,112,23,67,22,2.81983E-07,1.90634E-08
76407,Every Day Low Price Campaign,Customer,Marketing,7.775362319,137,31,70,36,1.7069E-09,5.99115E-09
118124,Chips & Pretzels,Snacks,Dry Grocery,7.733901687,5200,1129,2453,1618,2.61052E-06,3.60321E-06
117658,Outerwear,Girls,Apparel,7.3,20,8,8,4,4.6141E-07,1.97528E-10
117599,Undergarments,Baby,Apparel,7.166666667,12,4,6,2,2.94478E-06,1.81383E-07
117664,Swimwear,Girls,Apparel,7.826086957,23,5,14,4,2.01266E-08,8.56731E-10
117865,Shaving,Healthy & Beauty Aids,Consumables,7.055150041,1162,363,462,337,1.14592E-06,6.50672E-07
117873,Bathroom,Household Chemicals,Consumables,7.95112782,530,103,260,167,4.01078E-07,2.45331E-06
328403,Frozen Bakery,Desserts,Frozen Foods,7.709369025,520,116,242,162,1.36461E-07,2.59212E-07
118284,Video Games,Media & Gaming,Entertainment,7.881426586,2101,414,1100,587,1.88274E-06,5.38438E-08
118320,Cell Phones,Wireless,Entertainment,7.397897898,3208,871,1450,887,6.59673E-06,1.67054E-06
76107,Measures,Security,Legal,7.459563543,766,193,359,214,7.13251E-06,2.13097E-06
117798,Accessories,Cosmetics and Skincare,Consumables,7.615384615,13,3,5,5,2.11506E-06,6.88071E-10
118513,Pork,Proteins,Fresh Foods,7.576454034,2026,464,925,637,3.30268E-07,5.77965E-07
135973,On Display,Visually Appealing,Operations - Clean,7.93436214,50699,9161,25248,16290,9.64509E-05,0.000110292
81653,Receipt & Payment,Check-Out,Operations - Fast,6.378759117,9815,4130,3188,2497,0.000132346,8.59577E-06
136276,Features/Functionality,Product Selection,Operations - Merchandise,8.031390135,7969,1438,4377,2154,0.000106947,1.11822E-06
118081,Salad Dressing,"Condiments, Sauces & Spices",Dry Grocery,7.566287879,1032,252,458,322,9.29789E-07,5.19023E-07
117886,Laundry,Household Chemicals,Consumables,7.455298013,1711,413,709,589,1.32965E-06,8.63985E-07
118583,Lights,Automotive,Hard Lines,7.158415842,100,31,47,22,3.77041E-07,1.95387E-07
76365,Willingness to Recommend,Brand,Marketing,7.04965868,7436,2392,3439,1605,5.63767E-05,3.30112E-07
118326,Prepaid,Wireless,Entertainment,7.327067669,260,82,101,77,1.1924E-06,1.20175E-07
135952,Renovations,Store Cleanliness,Operations - Clean,7.664126729,4770,1089,2054,1627,3.18721E-05,4.58509E-06
117762,Feet,Womens,Apparel,7.897959184,869,157,405,307,6.71324E-07,1.77334E-06
117907,Bathroom,Household Paper,Consumables,7.56109906,2648,628,1166,854,2.1853E-06,2.04714E-06
135979,Staff Appearance,Visually Appealing,Operations - Clean,7.534866236,15528,3927,6897,4704,2.47546E-05,1.59857E-07
136216,As Advertised,Finding Items,Operations - Merchandise,7.372080292,5413,1504,2334,1575,3.59381E-05,2.64045E-05
76275,Target,Competitors,Marketing,7.049458735,9538,3129,3501,2908,2.64073E-06,1.26454E-08
118797,Sunglasses,Eye Center,Health & Wellness,7.921800948,396,82,214,100,9.35713E-07,6.40227E-07
135857,Sinks,Restroom Cleanliness,Operations - Clean,7.721893491,500,116,223,161,2.67035E-06,3.87436E-06
118057,Soup,Canned Goods,Dry Grocery,7.58372093,2428,592,1062,774,1.21352E-06,1.42905E-06
117579,Feet,Baby,Apparel,7.608695652,132,29,55,48,1.2521E-07,1.77453E-07
118684,Bikes & Riding Toys,Sporting Goods,Hard Lines,7.170040486,1703,499,749,455,3.98318E-06,8.36318E-07
118670,Fabric,Piece Goods & Crafts,Hard Lines,7.423394899,4865,1264,2205,1396,3.08899E-05,5.65148E-06
117849,Body Care,Healthy & Beauty Aids,Consumables,7.559598494,3023,737,1349,937,2.30515E-06,1.95407E-06
135837,Floor,Restroom Cleanliness,Operations - Clean,7.467099919,1227,343,527,357,2.81052E-05,3.1944E-06
117841,Skin Care,Cosmetics and Skincare,Consumables,7.635630499,1296,314,573,409,1.69446E-06,7.35423E-07
117723,Feet,Men's,Apparel,7.430075188,654,173,267,214,1.04012E-06,8.45685E-07
118741,Tennis & Racquet,Sporting Goods,Hard Lines,8.03875969,119,19,71,29,7.69515E-08,2.05133E-07
