id	rate
6005	0.02
6007	0.02
6009	0.02
6011	0.02
6013	0.02
6015	0.02
6017	0.02
6019	0.02
6021	0.02
6023	0.02
6025	0.02
6027	0.02
6029	0.02
6031	0.02
6033	0.02
6035	0.02
6037	0.02
6039	0.02
6041	0.02
6043	0.02
6045	0.02
6047	0.02
6049	0.02
6051	0.02
6053	0.02
6055	0.02
6057	0.02
6059	0.02
6061	0.02
6063	0.02
6065	0.02
6067	0.02
6069	0.02
6071	0.02
6073	0.02
6075	0.02
6077	0.02
6079	0.02
6081	0.02
6083	0.02
6085	0.02
6087	0.02
6089	0.02
6091	0.02
6093	0.02
6095	0.02
6097	0.02
6099	0.02
6101	0.02
6103	0.02
6105	0.02
6107	0.02
6109	0.02
6111	0.02
6113	0.02
6115	0.02
8001	0.02
8003	0.15
8005	0.02
8007	0.02
8009	0.02
8011	0.02
8013	0.02
8014	0.02
8015	0.02
8017	0.02
8019	0.02
8021	0.02
8023	0.02
8025	0.02
8027	0.02
8029	0.02
8031	0.02
8033	0.02
8035	0.02
8037	0.02
8039	0.02
8041	0.02
8043	0.02
8045	0.02
8047	0.02
8049	0.02
8051	0.02
8053	0.02
8055	0.02
8057	0.02
8059	0.02
8061	0.02
8063	0.02
8065	0.02
8067	0.02
8069	0.02
8071	0.02
8073	0.02
8075	0.02
8077	0.02
8079	0.02
8081	0.02
8083	0.02
8085	0.02
8087	0.02
8089	0.02
8091	0.02
8093	0.02
8095	0.02
8097	0.02
8099	0.02
8101	0.02
8103	0.02
8105	0.02
8107	0.02
8109	0.02
8111	0.02
8113	0.02
8115	0.02
8117	0.02
8119	0.02
8121	0.02
8123	0.02
8125	0.02
9001	0.02
9003	0.02
9005	0.02
9007	0.02
9009	0.02
9011	0.02
9013	0.02
9015	0.02
10001	0.02
10003	0.02
10005	0.02
11001	0.02
12001	0.02
12003	0.02
12005	0.02
12007	0.02
12009	0.02
12011	0.02
12013	0.15
12015	0.02
12017	0.02
12019	0.02
12021	0.02
12023	0.02
12027	0.02
12029	0.02
12031	0.02
12033	0.02
12035	0.02
12037	0.02
12039	0.02
12041	0.02
12043	0.02
12045	0.02
12047	0.02
12049	0.02
12051	0.02
12053	0.02
12055	0.02
12057	0.02
12059	0.02
12061	0.02
12063	0.02
12065	0.02
12067	0.02
12069	0.02
12071	0.02
12073	0.02
12075	0.02
12077	0.02
12079	0.02
12081	0.02
12083	0.02
12085	0.02
12086	0.02
12087	0.02
12089	0.02
12091	0.02
12093	0.02
12095	0.02
12097	0.02
12099	0.02
12101	0.02
12103	0.02
12105	0.02
12107	0.02
12109	0.02
12111	0.02
12113	0.02
12115	0.02
12117	0.02
12119	0.02
12121	0.02
12123	0.02
12125	0.02
12127	0.02
12129	0.02
12131	0.02
12133	0.02
13001	0.02
13003	0.02
13005	0.02
13007	0.02
13009	0.02
13011	0.02
13013	0.02
13015	0.02
13017	0.02
13019	0.02
13021	0.02
13023	0.02
13025	0.02
13027	0.02
13029	0.02
13031	0.02
13033	0.02
13035	0.02
13037	0.02
13039	0.02
13043	0.02
13045	0.02
13047	0.02
13049	0.02
13051	0.02
13053	0.02
13055	0.02
13057	0.02
13059	0.02
13061	0.02
13063	0.02
13065	0.02
13067	0.02
13069	0.02
13071	0.02
13073	0.02
13075	0.02
13077	0.02
13079	0.02
13081	0.02
13083	0.02
13085	0.02
13087	0.02
13089	0.02
13091	0.02
13093	0.02
13095	0.02
13097	0.02
13099	0.02
13101	0.02
13103	0.02
13105	0.02
13107	0.02
13109	0.02
13111	0.02
13113	0.02
13115	0.02
13117	0.02
13119	0.02
13121	0.02
13123	0.02
13125	0.02
13127	0.02
13129	0.02
13131	0.02
13133	0.02
13135	0.02
13137	0.02
13139	0.02
13141	0.02
13143	0.02
13145	0.02
13147	0.02
13149	0.02
13151	0.02
13153	0.02
13155	0.02
13157	0.02
13159	0.02
13161	0.02
13163	0.02
13165	0.02
13167	0.02
13169	0.02
13171	0.02
13173	0.02
13175	0.02
13177	0.02
13179	0.02
13181	0.02
13183	0.02
13185	0.02
13187	0.02
13189	0.02
13191	0.02
13193	0.02
13195	0.02
13197	0.02
13199	0.02
13201	0.02
13205	0.02
13207	0.02
13209	0.02
13211	0.02
13213	0.02
13215	0.02
13217	0.02
13219	0.02
13221	0.02
13223	0.02
13225	0.02
13227	0.02
13229	0.02
13231	0.02
13233	0.02
13235	0.02
13237	0.02
13239	0.02
13241	0.02
13243	0.02
13245	0.02
13247	0.02
13249	0.02
13251	0.02
13253	0.02
13255	0.02
13257	0.15
13259	0.15
13261	0.15
13263	0.02
13265	0.02
13267	0.02
13269	0.02
13271	0.02
13273	0.02
13275	0.02
13277	0.02
13279	0.02
13281	0.02
13283	0.02
13285	0.02
13287	0.02
13289	0.02
13291	0.02
13293	0.02
13295	0.02
13297	0.02
13299	0.02
13301	0.02
13303	0.02
13305	0.02
13307	0.02
13309	0.02
13311	0.02
13313	0.02
13315	0.02
13317	0.02
13319	0.02
13321	0.02
15001	0.02
15003	0.02
15007	0.02
15009	0.02
16001	0.02
16003	0.02
16005	0.02
16007	0.02
16009	0.02
16011	0.02
16013	0.02
16015	0.02
16017	0.02
16019	0.02
16021	0.02
16023	0.02
16025	0.02
16027	0.02
16029	0.02
16031	0.02
16033	0.02
16035	0.02
16037	0.02
16039	0.02
16041	0.02
16043	0.02
16045	0.02
16047	0.02
16049	0.02
16051	0.02
16053	0.02
16055	0.02
16057	0.02
16059	0.02
16061	0.02
16063	0.02
16065	0.02
16067	0.02
16069	0.02
16071	0.02
16073	0.02
16075	0.02
16077	0.02
16079	0.02
16081	0.02
16083	0.02
16085	0.02
16087	0.02
17001	0.02
17003	0.02
17005	0.02
17007	0.02
17009	0.02
17011	0.02
17013	0.02
17015	0.02
17017	0.02
17019	0.02
17021	0.02
17023	0.02
17025	0.02
17027	0.02
17029	0.02
17031	0.02
17033	0.02
17035	0.02
17037	0.02
17039	0.02
17041	0.02
17043	0.02
17045	0.02
17047	0.02
17049	0.02
17051	0.02
17053	0.02
17055	0.02
17057	0.15
17059	0.02
17061	0.02
17063	0.02
17065	0.02
17067	0.02
17069	0.02
17071	0.02
17073	0.02
17075	0.02
17077	0.02
17079	0.02
17081	0.02
17083	0.02
17085	0.02
17087	0.02
17089	0.02
17091	0.02
17093	0.02
17095	0.02
17097	0.02
17099	0.02
17101	0.02
17103	0.02
17105	0.02
17107	0.02
17109	0.02
17111	0.02
17113	0.02
17115	0.02
17117	0.02
17119	0.02
17121	0.02
17123	0.02
17125	0.02
17127	0.02
17129	0.02
17131	0.02
17133	0.02
17135	0.02
17137	0.02
17139	0.02
17141	0.02
17143	0.02
17145	0.02
17147	0.02
17149	0.02
17151	0.02
17153	0.02
17155	0.02
17157	0.02
17159	0.02
17161	0.02
17163	0.02
17165	0.02
17167	0.02
17169	0.02
17171	0.02
17173	0.02
17175	0.02
17177	0.02
17179	0.02
17181	0.02
17183	0.02
17185	0.02
17187	0.02
17189	0.02
17191	0.02
17193	0.02
17195	0.02
17197	0.02
17199	0.02
17201	0.02
17203	0.02
18001	0.02
18003	0.02
18005	0.02
18007	0.02
18009	0.15
18011	0.15
18013	0.15
18015	0.15
18017	0.15
18019	0.02
18021	0.02
18023	0.02
18025	0.02
18027	0.02
18029	0.02
18031	0.02
18033	0.02
18035	0.02
18037	0.02
18039	0.02
18041	0.02
18043	0.02
18045	0.02
18047	0.02
18049	0.02
18051	0.02
18053	0.02
18055	0.02
18057	0.02
18059	0.02
18061	0.02
18063	0.02
18065	0.02
18067	0.02
18069	0.02
18071	0.02
18073	0.02
18075	0.02
18077	0.02
18079	0.02
18081	0.02
18083	0.02
18085	0.02
18087	0.02
18089	0.02
18091	0.02
18093	0.02
18095	0.02
18097	0.02
18099	0.02
18101	0.02
18103	0.15
18105	0.02
18107	0.02
18109	0.02
18111	0.02
18113	0.02
18115	0.02
18117	0.02
18119	0.02
18121	0.02
18123	0.02
18125	0.02
18127	0.02
18129	0.02
18131	0.02
18133	0.02
18135	0.02
18137	0.02
18139	0.02
18141	0.02
18143	0.02
18145	0.02
18147	0.02
18149	0.02
18151	0.02
18153	0.02
18155	0.02
18157	0.02
18159	0.02
18161	0.02
18163	0.02
18165	0.02
18167	0.02
18169	0.02
18171	0.02
18173	0.02
18175	0.02
18177	0.02
18179	0.02
18181	0.02
18183	0.02
19001	0.02
19003	0.02
19005	0.02
19007	0.02
19009	0.02
19011	0.02
19013	0.02
19015	0.02
19017	0.02
19019	0.02
19021	0.02
19023	0.02
19025	0.02
19027	0.02
19029	0.02
19031	0.02
19033	0.02
19035	0.02
19037	0.02
19039	0.02
19041	0.02
19043	0.02
19045	0.02
19047	0.02
19049	0.02
19051	0.02
19053	0.02
19055	0.02
19057	0.02
19059	0.02
19061	0.02
19063	0.02
19065	0.02
19067	0.02
19069	0.02
19071	0.02
19073	0.02
19075	0.02
19077	0.02
19079	0.02
19081	0.02
19083	0.02
19085	0.02
19087	0.15
19089	0.02
19091	0.02
19093	0.02
19095	0.02
19097	0.02
19099	0.02
19101	0.02
19103	0.02
19105	0.02
19107	0.02
19109	0.02
19111	0.02
19113	0.02
19115	0.02
19117	0.02
19119	0.02
19121	0.02
19123	0.02
19125	0.02
19127	0.02
19129	0.02
19131	0.02
19133	0.02
19135	0.02
19137	0.02
19139	0.02
19141	0.02
19143	0.02
19145	0.02
19147	0.02
19149	0.02
19151	0.02
19153	0.02
19155	0.02
19157	0.02
19159	0.02
19161	0.02
19163	0.02
19165	0.02
19167	0.02
19169	0.02
19171	0.02
19173	0.02
19175	0.02
19177	0.02
19179	0.02
19181	0.02
19183	0.02
19185	0.02
19187	0.02
19189	0.02
19191	0.02
19193	0.02
19195	0.02
19197	0.02
20001	0.02
20003	0.02
20005	0.02
20007	0.02
20009	0.02
20011	0.02
20013	0.02
20015	0.02
20017	0.02
20019	0.02
20021	0.02
20023	0.02
20025	0.02
20027	0.02
20029	0.02
20031	0.02
20033	0.02
20035	0.02
20037	0.02
20039	0.02
20041	0.02
20043	0.02
20045	0.02
20047	0.02
20049	0.02
20051	0.02
20053	0.02
20055	0.02
20057	0.02
20059	0.02
20061	0.02
20063	0.02
20065	0.02
20067	0.02
20069	0.02
20071	0.02
20073	0.02
20075	0.02
20077	0.02
20079	0.02
20081	0.02
20083	0.02
20085	0.02
20087	0.02
20089	0.02
20091	0.02
20093	0.02
20095	0.02
20097	0.02
20099	0.02
20101	0.02
20103	0.02
20105	0.02
20107	0.02
20109	0.02
20111	0.02
20113	0.02
20115	0.02
20117	0.02
20119	0.02
20121	0.02
20123	0.02
20125	0.02
20127	0.02
20129	0.02
20131	0.02
20133	0.02
20135	0.02
20137	0.02
20139	0.02
20141	0.02
20143	0.02
20145	0.02
20147	0.02
20149	0.02
20151	0.02
20153	0.15
20155	0.02
20157	0.02
20159	0.02
20161	0.02
20163	0.02
20165	0.02
20167	0.02
20169	0.02
20171	0.02
20173	0.02
20175	0.02
20177	0.02
20179	0.02
20181	0.02
20183	0.02
20185	0.02
20187	0.02
20189	0.02
20191	0.02
20193	0.02
20195	0.02
20197	0.02
20199	0.02
20201	0.02
20203	0.02
20205	0.02
20207	0.02
20209	0.02
21001	0.02
21003	0.02
21005	0.02
21007	0.02
21009	0.02
21011	0.02
21013	0.02
21015	0.02
21017	0.02
21019	0.02
21021	0.02
21023	0.02
21025	0.02
21027	0.02
21029	0.02
21031	0.02
21033	0.02
21035	0.02
21037	0.02
21039	0.02
21041	0.02
21043	0.02
21045	0.02
21047	0.02
21049	0.02
21051	0.02
21053	0.02
21055	0.02
21057	0.02
21059	0.02
21061	0.02
21063	0.02
21065	0.02
21067	0.02
21069	0.02
21071	0.02
21073	0.02
21075	0.02
21077	0.02
21079	0.02
21081	0.02
21083	0.02
21085	0.02
21087	0.02
21089	0.02
21091	0.02
21093	0.02
21095	0.02
21097	0.02
21099	0.02
21101	0.02
21103	0.02
21105	0.02
21107	0.02
21109	0.02
21111	0.02
21113	0.02
21115	0.02
21117	0.02
21119	0.02
21121	0.02
21123	0.02
21125	0.02
21127	0.02
21129	0.02
21131	0.02
21133	0.02
21135	0.02
21137	0.02
21139	0.02
21141	0.02
21143	0.02
21145	0.02
21147	0.02
21149	0.02
21151	0.02
21153	0.02
21155	0.02
21157	0.02
21159	0.02
21161	0.02
21163	0.02
21165	0.02
21167	0.02
21169	0.02
21171	0.02
21173	0.02
21175	0.02
21177	0.02
21179	0.02
21181	0.02
21183	0.02
21185	0.02
21187	0.02
21189	0.02
21191	0.02
21193	0.02
21195	0.02
21197	0.02
21199	0.02
21201	0.02
21203	0.02
21205	0.02
21207	0.02
21209	0.02
21211	0.02
21213	0.02
21215	0.02
21217	0.02
21219	0.02
21221	0.02
21223	0.02
21225	0.02
21227	0.02
21229	0.02
21231	0.02
21233	0.02
21235	0.15
21237	0.02
21239	0.02
22001	0.02
22003	0.02
22005	0.02
22007	0.02
22009	0.02
22011	0.02
22013	0.02
22015	0.02
22017	0.02
22019	0.02
22021	0.02
22023	0.02
22025	0.02
22027	0.02
22029	0.02
22031	0.02
22033	0.02
22035	0.02
22037	0.02
22039	0.02
22041	0.02
22043	0.02
22045	0.02
22047	0.02
22049	0.02
22051	0.02
22053	0.02
22055	0.02
22057	0.02
22059	0.02
22061	0.02
22063	0.02
22065	0.02
22067	0.02
22069	0.02
22071	0.02
22073	0.02
22075	0.02
22077	0.02
22079	0.02
22081	0.02
22083	0.02
22085	0.02
22087	0.02
22089	0.02
22091	0.02
22093	0.02
22095	0.02
22097	0.02
22099	0.02
22101	0.02
22103	0.02
22105	0.02
22107	0.02
22109	0.02
22111	0.02
22113	0.02
22115	0.02
22117	0.02
22119	0.02
22121	0.02
22123	0.02
22125	0.02
22127	0.02
23001	0.02
23003	0.02
23005	0.02
23007	0.02
23009	0.02
23011	0.02
23013	0.02
23015	0.02
23017	0.02
23019	0.02
23021	0.02
23023	0.02
23025	0.02
23027	0.02
23029	0.02
23031	0.02
24001	0.02
24003	0.02
24005	0.02
24009	0.02
24011	0.02
24013	0.02
24015	0.02
24017	0.02
24019	0.02
24021	0.02
24023	0.02
24025	0.02
24027	0.02
24029	0.02
24031	0.02
24033	0.02
24035	0.02
24037	0.02
24039	0.02
24041	0.02
24043	0.02
24045	0.02
24047	0.02
24510	0.02
25001	0.02
25003	0.02
25005	0.02
25007	0.02
25009	0.02
25011	0.02
25013	0.02
25015	0.02
25017	0.02
25019	0.02
25021	0.02
25023	0.02
25025	0.02
25027	0.02
26001	0.02
26003	0.02
26005	0.02
26007	0.02
26009	0.02
26011	0.02
26013	0.02
26015	0.02
26017	0.02
26019	0.02
26021	0.02
26023	0.02
26025	0.02
26027	0.02
26029	0.02
26031	0.02
26033	0.02
26035	0.02
26037	0.02
26039	0.02
26041	0.02
26043	0.02
26045	0.02
26047	0.02
26049	0.02
26051	0.02
26053	0.02
26055	0.02
26057	0.02
26059	0.02
26061	0.02
26063	0.02
26065	0.02
26067	0.02
26069	0.02
26071	0.02
26073	0.02
26075	0.02
26077	0.02
26079	0.02
26081	0.02
26083	0.02
26085	0.02
26087	0.02
26089	0.02
26091	0.15
26093	0.02
26095	0.02
26097	0.02
26099	0.02
26101	0.02
26103	0.02
26105	0.02
26107	0.02
26109	0.02
26111	0.02
26113	0.02
26115	0.02
26117	0.02
26119	0.02
26121	0.02
26123	0.02
26125	0.02
26127	0.02
26129	0.02
26131	0.02
26133	0.02
26135	0.02
26137	0.02
26139	0.02
26141	0.02
26143	0.02
26145	0.02
26147	0.02
26149	0.02
26151	0.02
26153	0.02
26155	0.02
26157	0.02
26159	0.02
26161	0.02
26163	0.02
26165	0.02
27001	0.02
27003	0.02
27005	0.02
27007	0.02
27009	0.02
27011	0.02
27013	0.02
27015	0.02
27017	0.02
27019	0.02
27021	0.02
27023	0.02
27025	0.02
27027	0.02
27029	0.02
27031	0.02
27033	0.02
27035	0.02
27037	0.02
27039	0.02
27041	0.02
27043	0.02
27045	0.02
27047	0.02
27049	0.02
27051	0.02
27053	0.02
27055	0.02
27057	0.02
27059	0.02
27061	0.02
27063	0.02
27065	0.02
27067	0.02
27069	0.02
27071	0.02
27073	0.02
27075	0.02
27077	0.02
27079	0.02
27081	0.02
27083	0.02
27085	0.02
27087	0.02
27089	0.02
27091	0.02
27093	0.02
27095	0.02
27097	0.02
27099	0.02
27101	0.02
27103	0.02
27105	0.02
27107	0.02
27109	0.02
27111	0.02
27113	0.02
27115	0.02
27117	0.02
27119	0.02
27121	0.02
27123	0.02
27125	0.02
27127	0.02
27129	0.02
27131	0.02
27133	0.02
27135	0.02
27137	0.02
27139	0.02
27141	0.02
27143	0.02
27145	0.02
27147	0.02
27149	0.02
27151	0.02
27153	0.02
27155	0.02
27157	0.02
27159	0.02
27161	0.02
27163	0.02
27165	0.02
27167	0.02
27169	0.02
27171	0.02
27173	0.02
28001	0.02
28003	0.02
28005	0.02
28007	0.02
28009	0.02
28011	0.15
28013	0.02
28015	0.02
28017	0.02
28019	0.15
28021	0.02
28023	0.02
28025	0.02
28027	0.02
28029	0.02
28031	0.02
28033	0.02
28035	0.02
28037	0.02
28039	0.02
28041	0.02
28043	0.02
28045	0.02
28047	0.02
28049	0.02
28051	0.02
28053	0.02
28055	0.02
28057	0.02
28059	0.02
28061	0.02
28063	0.02
28065	0.02
28067	0.02
28069	0.02
28071	0.02
28073	0.02
28075	0.02
28077	0.02
28079	0.02
28081	0.02
28083	0.02
28085	0.02
28087	0.02
28089	0.02
28091	0.02
28093	0.02
28095	0.02
28097	0.02
28099	0.02
28101	0.02
28103	0.02
28105	0.02
28107	0.02
28109	0.02
28111	0.02
28113	0.02
28115	0.02
28117	0.02
28119	0.02
28121	0.02
28123	0.02
28125	0.02
28127	0.02
28129	0.02
28131	0.02
28133	0.02
28135	0.02
28137	0.02
28139	0.02
28141	0.02
28143	0.02
28145	0.02
28147	0.02
28149	0.02
28151	0.02
28153	0.02
28155	0.02
28157	0.02
28159	0.02
28161	0.02
28163	0.02
29001	0.02
29003	0.02
29005	0.02
29007	0.02
29009	0.02
29011	0.02
29013	0.02
29015	0.02
29017	0.02
29019	0.02
29021	0.02
29023	0.02
29025	0.02
29027	0.02
29029	0.02
29031	0.02
29033	0.02
29035	0.02
29037	0.02
29039	0.02
29041	0.02
29043	0.02
29045	0.02
29047	0.02
29049	0.02
29051	0.02
29053	0.02
29055	0.02
29057	0.02
29059	0.02
29061	0.02
29063	0.02
29065	0.02
29067	0.02
29069	0.02
29071	0.02
29073	0.02
29075	0.02
29077	0.02
29079	0.02
29081	0.02
29083	0.02
29085	0.02
29087	0.02
29089	0.02
29091	0.02
29093	0.02
29095	0.02
29097	0.02
29099	0.02
29101	0.02
29103	0.02
29105	0.02
29107	0.02
29109	0.02
29111	0.02
29113	0.02
29115	0.02
29117	0.02
29119	0.02
29121	0.02
29123	0.02
29125	0.02
29127	0.02
29129	0.02
29131	0.02
29133	0.02
29135	0.02
29137	0.02
29139	0.02
29141	0.02
29143	0.02
29145	0.02
29147	0.02
29149	0.02
29151	0.02
29153	0.02
29155	0.02
29157	0.02
29159	0.02
29161	0.02
29163	0.02
29165	0.02
29167	0.02
29169	0.02
29171	0.02
29173	0.02
29175	0.02
29177	0.02
29179	0.02
29181	0.02
29183	0.02
29185	0.02
29186	0.02
29187	0.02
29189	0.02
29195	0.02
29197	0.02
29199	0.02
29201	0.02
29203	0.02
29205	0.02
29207	0.02
29209	0.02
29211	0.02
29213	0.02
29215	0.02
29217	0.02
29219	0.02
29221	0.02
29223	0.02
29225	0.02
29227	0.02
29229	0.02
29510	0.02
30001	0.02
30003	0.02
30005	0.02
30007	0.02
30009	0.02
30011	0.02
30013	0.02
30015	0.02
30017	0.02
30019	0.02
30021	0.02
30023	0.02
30025	0.02
30027	0.02
30029	0.02
30031	0.02
30033	0.02
30035	0.02
30037	0.02
30039	0.02
30041	0.02
30043	0.02
30045	0.02
30047	0.02
30049	0.02
30051	0.02
30053	0.02
30055	0.02
30057	0.02
30059	0.02
30061	0.02
30063	0.02
30065	0.02
30067	0.02
30069	0.02
30071	0.02
30073	0.02
30075	0.02
30077	0.02
30079	0.02
30081	0.02
30083	0.02
30085	0.02
30087	0.02
30089	0.02
30091	0.02
30093	0.02
30095	0.02
30097	0.02
30099	0.02
30101	0.02
30103	0.02
30105	0.02
30107	0.02
30109	0.02
30111	0.02
31001	0.02
31003	0.02
31005	0.02
31007	0.02
31009	0.02
31011	0.02
31013	0.02
31015	0.02
31017	0.02
31019	0.02
31021	0.02
31023	0.02
31025	0.02
31027	0.02
31029	0.02
31031	0.02
31033	0.02
31035	0.02
31037	0.02
31039	0.02
31041	0.02
31043	0.02
31045	0.02
31047	0.02
31049	0.02
31051	0.02
31053	0.02
31055	0.02
31057	0.02
31059	0.02
31061	0.02
31063	0.02
31065	0.02
31067	0.02
31069	0.02
31071	0.02
31073	0.02
31075	0.02
31077	0.02
31079	0.02
31081	0.02
31083	0.02
31085	0.02
31087	0.02
31089	0.02
31091	0.02
31093	0.02
31095	0.02
31097	0.02
31099	0.02
31101	0.02
31103	0.02
31105	0.02
31107	0.02
31109	0.02
31111	0.02
31113	0.02
31115	0.02
31117	0.02
31119	0.02
31121	0.02
31123	0.02
31125	0.02
31127	0.02
31129	0.02
31131	0.02
31133	0.02
31135	0.02
31137	0.02
31139	0.02
31141	0.02
31143	0.02
31145	0.02
31147	0.02
31149	0.02
31151	0.02
31153	0.02
31155	0.02
31157	0.02
31159	0.02
31161	0.02
31163	0.02
31165	0.02
31167	0.02
31169	0.02
31171	0.02
31173	0.02
31175	0.02
31177	0.02
31179	0.02
31181	0.02
31183	0.02
31185	0.02
32001	0.02
32003	0.02
32005	0.02
32007	0.02
32009	0.02
32011	0.02
32013	0.02
32015	0.02
32017	0.02
32019	0.02
32021	0.02
32023	0.02
32027	0.02
32029	0.02
32031	0.02
32033	0.02
32510	0.02
33001	0.02
33003	0.02
33005	0.02
33007	0.02
33009	0.02
33011	0.02
33013	0.02
33015	0.02
33017	0.02
33019	0.02
34001	0.02
34003	0.02
34005	0.02
34007	0.02
34009	0.02
34011	0.02
34013	0.02
34015	0.02
34017	0.02
34019	0.02
34021	0.02
34023	0.02
34025	0.02
34027	0.02
34029	0.02
34031	0.02
34033	0.02
34035	0.02
34037	0.02
34039	0.02
34041	0.02
35001	0.02
35003	0.02
35005	0.02
35006	0.02
35007	0.02
35009	0.02
35011	0.02
35013	0.02
35015	0.02
35017	0.02
35019	0.02
35021	0.02
35023	0.02
35025	0.02
35027	0.02
35028	0.02
35029	0.02
35031	0.02
35033	0.02
35035	0.02
35037	0.02
35039	0.02
35041	0.02
35043	0.02
35045	0.02
35047	0.02
35049	0.02
35051	0.02
35053	0.02
35055	0.02
35057	0.02
35059	0.02
35061	0.02
36001	0.02
36003	0.02
36005	0.02
36007	0.02
36009	0.02
36011	0.02
36013	0.02
36015	0.02
36017	0.02
36019	0.02
36021	0.02
36023	0.02
36025	0.02
36027	0.02
36029	0.02
36031	0.02
36033	0.02
36035	0.02
36037	0.02
36039	0.02
36041	0.02
36043	0.02
36045	0.02
36047	0.02
36049	0.02
36051	0.02
36053	0.02
36055	0.02
36057	0.02
36059	0.02
36061	0.02
36063	0.02
36065	0.02
36067	0.02
36069	0.02
36071	0.02
36073	0.02
36075	0.02
36077	0.02
36079	0.02
36081	0.02
36083	0.02
36085	0.02
36087	0.02
36089	0.02
36091	0.02
36093	0.02
36095	0.02
36097	0.02
36099	0.02
36101	0.02
36103	0.02
36105	0.02
36107	0.02
36109	0.02
36111	0.02
36113	0.02
36115	0.02
36117	0.02
36119	0.02
36121	0.02
36123	0.02
37001	0.02
37003	0.02
37005	0.02
37007	0.02
37009	0.02
37011	0.02
37013	0.02
37015	0.02
37017	0.02
37019	0.02
37021	0.02
37023	0.02
37025	0.02
37027	0.02
37029	0.02
37031	0.02
37033	0.02
37035	0.02
37037	0.02
37039	0.02
37041	0.02
37043	0.02
37045	0.02
37047	0.02
37049	0.02
37051	0.02
37053	0.02
37055	0.02
37057	0.02
37059	0.02
37061	0.02
37063	0.02
37065	0.02
37067	0.02
37069	0.02
37071	0.02
37073	0.02
37075	0.02
37077	0.02
37079	0.02
37081	0.02
37083	0.02
37085	0.02
37087	0.02
37089	0.02
37091	0.02
37093	0.02
37095	0.02
37097	0.02
37099	0.02
37101	0.02
37103	0.02
37105	0.02
37107	0.02
37109	0.02
37111	0.02
37113	0.02
37115	0.02
37117	0.02
37119	0.02
37121	0.02
37123	0.02
37125	0.02
37127	0.02
37129	0.02
37131	0.02
37133	0.02
37135	0.02
37137	0.02
37139	0.02
37141	0.02
37143	0.02
37145	0.02
37147	0.02
37149	0.02
37151	0.02
37153	0.02
37155	0.02
37157	0.02
37159	0.02
37161	0.02
37163	0.02
37165	0.02
37167	0.02
37169	0.02
37171	0.02
37173	0.02
37175	0.02
37177	0.02
37179	0.02
37181	0.02
37183	0.02
37185	0.02
37187	0.02
37189	0.02
37191	0.02
37193	0.02
37195	0.02
37197	0.02
37199	0.02
38001	0.02
38003	0.02
38005	0.02
38007	0.02
38009	0.02
38011	0.02
38013	0.02
38015	0.02
38017	0.02
38019	0.02
38021	0.02
